,CVEGEO,NOMASEN,CP,geometry
195,1102000014540,"['PASEOS DE SAN ÁNGEL I', 'ORIENTE MIRAVALLE', 'LOMAS DEL VALLE', 'VILLAS DEL BAJÍO', 'PASEOS DE SAN ÁNGEL II', 'PASEOS DE MIRAVALLE', 'PASEOS MIRAVALLE II', 'PRO. SUR LAS JOYAS', 'PASEOS DE MIRAVALLE III', 'PASEOS DE MIRAVALLE IV', 'CENTRO GASTRONÓMICO LA CIMA', 'CIUDAD SATÉLITE']","[37408, 37400]","POLYGON ((-101.72412861999999 21.121635480000077, -101.72394671999996 21.12159832000003, -101.72381999899994 21.12157328000006, -101.723494 21.12151705100007, -101.72323662999997 21.12148688100007, -101.72311759999997 21.121478421000077, -101.722835219 21.121468090000082, -101.72260392 21.12147626100006, -101.72247813999996 21.12148209000005, -101.72207477999996 21.121503821000037, -101.72181962999997 21.121522380000055, -101.72172108999996 21.121540201000062, -101.72153359999999 21.121574090000024, -101.72156410999997 21.121435851000065, -101.72162302999999 21.121296381000036, -101.72199376899995 21.12041418100005, -101.72411936999998 21.120924021000068, -101.72422065999996 21.120543480000073, -101.72424824999996 21.120405221000077, -101.72429597899998 21.12019766100007, -101.72439613999995 21.11984305000004, -101.72544130999997 21.120088620000065, -101.72555793999999 21.119635651000053, -101.72569005999998 21.119166420000063, -101.72581511899995 21.118722321000103, -101.72593861899998 21.118281220000025, -101.72606308999997 21.117822140000076, -101.72617785899996 21.11739651000005, -101.72624605999994 21.117150490000032, -101.72632148899999 21.116865020000017, -101.72635251999998 21.116755971000067, -101.72641901999998 21.116513140000052, -101.72645831999995 21.116369540000072, -101.72652199899994 21.116142031000063, -101.72656616999996 21.115984201000067, -101.72662162999995 21.11578698100006, -101.72667127899996 21.115610381000064, -101.72672113999994 21.115426400000064, -101.72677439999995 21.115229861000063, -101.72681896899996 21.115065830000056, -101.72687282899994 21.114867661000076, -101.72691288899995 21.11470568100002, -101.72696541899995 21.11452882000004, -101.72702233899997 21.114316691000056, -101.72706062999998 21.114174030000093, -101.72715256899994 21.113831281000053, -101.727189749 21.113671860000064, -101.72725519999995 21.113668141000062, -101.72772650899998 21.113601310000043, -101.72777408999997 21.11359128000007, -101.72801636999998 21.114027170000035, -101.72821677999997 21.11439826000003, -101.72825417999996 21.114467520000083, -101.72838962999998 21.114728570000096, -101.72854953999996 21.11503322000005, -101.72857070999999 21.115072230000063, -101.72869028999997 21.115298950000106, -101.72874653999997 21.11540618000005, -101.72892342999995 21.11572823000006, -101.72909042999999 21.116052910000082, -101.72927891999996 21.11640358000006, -101.72951148999994 21.116867940000095, -101.72917307999995 21.116798030000062, -101.72861037999998 21.116660910000054, -101.72806876999994 21.11654751000004, -101.72780851999994 21.11649545000007, -101.72765585999997 21.117083320000084, -101.72751374999996 21.117584710000084, -101.72748342999995 21.117720080000048, -101.72728187999996 21.118449290000072, -101.72761944999996 21.118760570000088, -101.72824342999996 21.119350740000094, -101.72959322999998 21.120613520000038, -101.73019710999995 21.121167740000047, -101.73039208999995 21.12133723000005, -101.73040365999998 21.121344430000025, -101.73041481999996 21.121352180000056, -101.73043513999994 21.121367090000057, -101.73044774 21.121382380000068, -101.730456 21.121392400000076, -101.73046241999998 21.12140018000003, -101.73046645999995 21.121405090000028, -101.73047879999996 21.12142009000007, -101.73048874999995 21.121443230000086, -101.73049437999998 21.121456320000043, -101.73049764999996 21.12146386, -101.73050313999994 21.12147666000004, -101.73050984999998 21.12149225000009, -101.73051210999995 21.121514600000072, -101.73051319999996 21.12152555000006, -101.73051434999998 21.12153685000002, -101.73051536999998 21.12154686000005, -101.73051637999998 21.121556970000054, -101.73051785999996 21.12157157000007, -101.73051404999995 21.121582820000082, -101.73051173999994 21.121595660000054, -101.73050871999999 21.121608370000086, -101.73050501999995 21.121620920000048, -101.73050059999997 21.121633260000074, -101.73049552 21.121645370000074, -101.73048976999996 21.12165722000003, -101.73048334999999 21.121668780000046, -101.73047628999996 21.1216799800001, -101.73046862999996 21.12169086000005, -101.73046036999995 21.12170132000005, -101.73045154999994 21.121711350000048, -101.73044216999995 21.121720950000057, -101.73043225999999 21.121730080000066, -101.73042185999998 21.12173871000008, -101.730411 21.12174682000008, -101.73039970999997 21.12175437000012, -101.73038797999999 21.121761370000062, -101.73037590999996 21.12176777000006, -101.73036348999995 21.12177358, -101.73035076999997 21.121778770000045, -101.73033775 21.121783320000095, -101.73032451999995 21.12178723000006, -101.73031108 21.12179049, -101.73029748999994 21.121793080000053, -101.73028376999997 21.121795020000043, -101.73026994999998 21.121796250000028, -101.73025607999995 21.12179682000006, -101.73024221999998 21.121796690000064, -101.73022834999995 21.121795890000033, -101.73021454999997 21.12179442000009, -101.73020085999997 21.121792260000046, -101.73018734 21.12178945000007, -101.73017394999994 21.121785970000072, -101.73016079999996 21.12178183000005, -101.73014788999996 21.121777050000055, -101.73013525999994 21.12177163000009, -101.73012294999995 21.12176563000005, -101.730111 21.121759020000063, -101.73009941999999 21.12175183000008, -101.73008825999995 21.121744080000045, -101.73007757 21.121735780000034, -101.73006733999995 21.121727000000107, -101.73005761999997 21.121717710000066, -101.73004842999995 21.121707940000068, -101.72998096999999 21.121747920000093, -101.72936548999996 21.122194980000096, -101.72917776999998 21.122336320000077, -101.72883902999997 21.12259135000006, -101.72846591999996 21.122849540000075, -101.72834564999994 21.122903570000087, -101.72821956999996 21.122951280000052, -101.72805619999997 21.12300278000005, -101.72778264999994 21.1230691800001, -101.72759502999997 21.12309675000005, -101.72744631999996 21.123111550000075, -101.72726185999994 21.123107880000084, -101.72709842999996 21.12309055000001, -101.72691347999995 21.123060290000073, -101.72672094999996 21.12300352000005, -101.72648527999996 21.122914230000056, -101.72621317999995 21.122772310000087, -101.72604777999999 21.122648630000093, -101.72582253999997 21.122487970000087, -101.72516455199997 21.12201869300003, -101.72496274999997 21.121874740000063, -101.72490415 21.121847030000037, -101.72482682999998 21.121810430000046, -101.72463442999998 21.121760340000066, -101.72438505999997 21.121697860000058, -101.72412861999999 21.121635480000077))"
196,1102000017348,['PRO. FRACCIONES DE SAN JUAN DE OTATES SUR'],[37295],"POLYGON ((-101.57564756499995 21.102093007000054, -101.57694946999999 21.10235117600008, -101.57778412 21.102516681000065, -101.57728536999997 21.10356702000006, -101.57564756499995 21.102093007000054))"
197,110200001545A,"['HUERTAS DE MEDINA I', 'PRO. NORTE SAN BERNARDO']",[37238],"POLYGON ((-101.62460825999995 21.15522648000007, -101.62438811 21.15501191000005, -101.62412748999998 21.154757890000063, -101.62400685999995 21.15464803000003, -101.62409205999995 21.154566542000047, -101.62439968999998 21.154326850000086, -101.62463674999998 21.154115726000057, -101.62471941899997 21.154042099000044, -101.62481648899995 21.15413122000007, -101.62506268999994 21.154362750000104, -101.62530862999996 21.15459408100004, -101.62557751899999 21.154846970000037, -101.62582533899996 21.155080031000093, -101.625684289 21.155148971000077, -101.62557471899999 21.15527463100008, -101.62549919999998 21.15540931000004, -101.62541776999996 21.155594921000045, -101.62539962999995 21.155664600000026, -101.62541633999996 21.156020860000094, -101.62533687999996 21.15592934000009, -101.62485547999995 21.15546951000005, -101.62460825999995 21.15522648000007))"
198,1102000015712,['COLINAS DE PLATA'],[37210],"POLYGON ((-101.62995496199994 21.167325763000086, -101.63014000899994 21.167286218000086, -101.63082095899995 21.16684942000006, -101.63078839899998 21.166649086000067, -101.63059433399997 21.16550314000006, -101.63077032999996 21.165386148000035, -101.63082500999997 21.165347602000054, -101.63198204499997 21.164569326000038, -101.63168370299996 21.164252239000067, -101.63093376699999 21.163556678000077, -101.631053249 21.163410831000064, -101.631587089 21.162736921000057, -101.63187981899996 21.16231858100005, -101.63191531899997 21.162453090000035, -101.63283097199997 21.16331968900006, -101.63308860399997 21.163625284000037, -101.63279164199997 21.163868541000074, -101.63239660899997 21.164148069000106, -101.63249624699995 21.164200232000056, -101.63274250999996 21.164354046000035, -101.63257303999995 21.164469142000033, -101.63250332499996 21.16490831000008, -101.63284682299997 21.165716667000023, -101.63286884899998 21.165769394000048, -101.63288498099996 21.165808011000042, -101.63314594599996 21.166417978000034, -101.63318852099997 21.166526261000058, -101.63364840399998 21.167600088000057, -101.63397775499999 21.168030551000104, -101.63401319899998 21.16808094400007, -101.634046299 21.16812468700004, -101.63413713799999 21.168250858000075, -101.63331464999999 21.168343431000025, -101.63234894999994 21.168459781000017, -101.63230210999996 21.168464090000047, -101.63225762899998 21.16847221700003, -101.63201541099994 21.168506472000054, -101.63149459399995 21.16866845400005, -101.63144282999997 21.16868377600006, -101.63124751299995 21.168744679000053, -101.63115838999994 21.168770152000054, -101.63101910399996 21.168843202000065, -101.63099116399998 21.16878864500007, -101.63069773299998 21.16821564400005, -101.63069473599995 21.168209795000056, -101.63060653699995 21.16806907100004, -101.630528412 21.167944427000062, -101.63035471199998 21.167727891000027, -101.62995496199994 21.167325763000086))"
199,1102000016528,['PRO. PREDIO CERRO GORDO'],[37128],"POLYGON ((-101.71975518699998 21.164737529000064, -101.71979906399997 21.16468565000002, -101.719979907 21.164471832000128, -101.72027987599995 21.16422030900004, -101.72044785299994 21.16410964100005, -101.72064508999995 21.16397969200007, -101.720827639 21.16390649100004, -101.72108310699997 21.163804048, -101.72136556799995 21.163657709000073, -101.72147291699997 21.163577478000075, -101.72168598199994 21.163418232000033, -101.72191688999999 21.163145553000057, -101.72183586999995 21.163114890000053, -101.72181633699995 21.163107497000084, -101.72166389599994 21.162886376000046, -101.72062433399998 21.161378440000107, -101.72143207799996 21.160918689, -101.72193657999998 21.16161726300007, -101.72200509399994 21.16177842000008, -101.72208156499995 21.161958292000072, -101.72259400199994 21.162594940000098, -101.72356816299998 21.163565189000053, -101.72357831799997 21.163592472000083, -101.72241619899995 21.164069140000045, -101.72237536899996 21.164085691000025, -101.72186471999999 21.164302491000083, -101.72157430999994 21.164425741000052, -101.72143530899996 21.164484851000047, -101.720271229 21.16541543000004, -101.71984052 21.164861941, -101.71975518699998 21.164737529000064))"
200,1102000011457,"['CIUDAD AURORA', 'HACIENDA ECHEVESTE', 'PORTALES DE LA ARBOLEDA']","[37100, 37110]","POLYGON ((-101.66416613899999 21.178068981000013, -101.66416488999994 21.177798857000038, -101.66416439899996 21.177692721000042, -101.66416408699996 21.17762553100005, -101.66416361899996 21.17752525000005, -101.66416335799994 21.177468472000037, -101.66416262899997 21.177310550000065, -101.66416064599998 21.177112678000068, -101.66415768999997 21.176817880000044, -101.66415425999998 21.1767138210001, -101.66415451999995 21.176336420000045, -101.66415459799998 21.176042483000064, -101.66415461899999 21.175958001000026, -101.66415460399998 21.175878089000065, -101.66415454999998 21.17557972000006, -101.66415462999998 21.175421120000063, -101.66415500499994 21.17525144300004, -101.66415536899996 21.175087799999982, -101.66415597899999 21.174935181000023, -101.66415606099997 21.174913780000068, -101.66415725999998 21.17459806000008, -101.66415857899995 21.174480256000034, -101.66416131899996 21.17423595000005, -101.66416267399997 21.17406648500006, -101.66416431899995 21.173860511000054, -101.66416554999995 21.173763311000076, -101.66416730099996 21.173396940000075, -101.66416739999994 21.173376230000045, -101.66543833999998 21.1733846500001, -101.66692828999999 21.17338035000005, -101.66706977999996 21.173399340000056, -101.66767901999998 21.173391250000044, -101.66840846999997 21.173386101000055, -101.66897382999997 21.17338419700008, -101.66988801899998 21.173381818000042, -101.67040674199995 21.173346126000073, -101.67092435399996 21.173315387000066, -101.67101945299999 21.173307816000055, -101.67110728899996 21.17330105900005, -101.67110511999994 21.17332180000006, -101.67109327999998 21.173528661000034, -101.67110937899999 21.17370346000008, -101.67109582999996 21.17392831000004, -101.67109071999994 21.174188631000074, -101.67108270999995 21.174470451000087, -101.67102925999995 21.17476522100003, -101.67087282999995 21.175171851000098, -101.67075253999997 21.17540737100002, -101.67058454999994 21.175557121000036, -101.67043481999997 21.17569362000005, -101.67034093899997 21.175775921000042, -101.67026164899994 21.17590658100005, -101.67012097999998 21.176225740000092, -101.67002684899995 21.17642217, -101.66992871899998 21.176660400000074, -101.66977390999996 21.177037970000082, -101.66960210999997 21.177447350000026, -101.66950182899996 21.177701120000062, -101.66942436999994 21.177904170000048, -101.66934784899996 21.17808135000005, -101.66920656899998 21.17807143000007, -101.66867384999995 21.17807118000008, -101.66705482899994 21.178070420000054, -101.66542604899996 21.17807011000008, -101.66416613899999 21.178068981000013))"
201,1102000011048,"['SAN LUIS', 'VILLANUEVA', 'LA LUZ', 'FRACCIONES DE HACIENDA LA POMPA', 'SAN MIGUEL', 'LOS PINOS', 'PRADERA DEL SOL', 'INDUSTRIAL JUÁREZ']","[37390, 37457, 37458, 37490, 37460]","POLYGON ((-101.68751939999999 21.10268768000002, -101.68757779999999 21.101234650000066, -101.68758594999997 21.101003460000054, -101.68761557 21.101004800000055, -101.68762491999996 21.100801850000032, -101.68759067999997 21.100801860000068, -101.68759525999997 21.100696020000047, -101.68760488999999 21.10033789000006, -101.68762582999994 21.099692690000047, -101.68763121999996 21.099526950000055, -101.68767916999997 21.098067650000086, -101.68768842999998 21.097846250000046, -101.68764961999996 21.097842150000073, -101.68765205999995 21.097655090000032, -101.68769247999995 21.09765237000005, -101.68772414999995 21.09659742000004, -101.68772665999995 21.0965142200001, -101.68773234999998 21.096362520000092, -101.68773725999995 21.096260480000076, -101.68774710999998 21.0959653400001, -101.68776201999998 21.095760430000073, -101.68778946999998 21.095129763000063, -101.68779561999997 21.094940050000073, -101.68783111999994 21.093791860000106, -101.68784125999997 21.09343874000009, -101.68789422499998 21.092374116000048, -101.68785424999999 21.092244674000025, -101.68711736999995 21.09210018000006, -101.68667048999998 21.092175400000052, -101.68675702999997 21.091726570000052, -101.68688999899996 21.091133181000053, -101.68689391899994 21.091045630000064, -101.68695156999996 21.091044720000063, -101.68819967899998 21.091220649999983, -101.68828165999997 21.09084226200002, -101.68830887899998 21.090684681000035, -101.68853244999997 21.089390820000084, -101.68867359999997 21.088573920000094, -101.68880462899995 21.087815511000045, -101.68881805999996 21.08773774000003, -101.68932490999998 21.087805521000078, -101.68984496899998 21.087875080000074, -101.69016456799994 21.08791782000003, -101.69034304999997 21.087943721000023, -101.69083808899995 21.088015601000052, -101.69133665899994 21.088087981000076, -101.691828779 21.08816572000005, -101.69229294999997 21.088239060000046, -101.69223871999998 21.089069320000068, -101.69223731999995 21.08929434000004, -101.692249254 21.08949739300006, -101.69227511999998 21.08993749300006, -101.69228056999998 21.090030079000034, -101.69231862999999 21.090677820000046, -101.69234242999994 21.091083050000083, -101.69236297999998 21.091432580000053, -101.69237641999996 21.09149694000009, -101.69260997999999 21.091862290000055, -101.69272196999998 21.091876200000105, -101.693030379 21.091913230000067, -101.69618608999997 21.092281230000033, -101.69635473999995 21.092379950000083, -101.69594793899995 21.093478580000095, -101.69557916799994 21.094488341000023, -101.69509265899995 21.095145651000045, -101.69416101999997 21.094949690000075, -101.69405877999998 21.094927630000036, -101.69363284899998 21.09546863100007, -101.69199413899997 21.097702921000106, -101.69191542999994 21.097763121000096, -101.69126239899998 21.098903970000045, -101.69039367999994 21.100421620000084, -101.69022464999995 21.100771451000107, -101.69006859999996 21.101094431000018, -101.68990588899999 21.101431200000075, -101.68975888899996 21.101735451, -101.68941722999995 21.102442580000073, -101.68911379999997 21.103097860000062, -101.68853234999995 21.102948280000096, -101.68851896999996 21.102993220000062, -101.68825442999997 21.10292566000005, -101.68826613999994 21.102879780000045, -101.68751939999999 21.10268768000002))"
202,1102000011052,['SAN MIGUEL'],"[37460, 37390]","POLYGON ((-101.6872206 21.105223940000023, -101.68693487999997 21.10514989000008, -101.68599972 21.104940350000064, -101.68565737999995 21.10485898000007, -101.68521462999996 21.104761420000056, -101.68422648999996 21.104549940000037, -101.68415165 21.104535940000066, -101.68440668999995 21.103037260000065, -101.68460627999997 21.10194952000006, -101.68461079999997 21.101812740000053, -101.68472190999995 21.101274800000066, -101.68472765999996 21.10124734000006, -101.68488381999998 21.10060002000006, -101.68519150999998 21.099063880000077, -101.68549121999996 21.097567660000042, -101.68580421999997 21.096224830000036, -101.68584327899998 21.09604026100006, -101.68597582999996 21.095440980000046, -101.68617021899996 21.09458223000004, -101.68648828899995 21.093087030000028, -101.68667048999998 21.092175400000052, -101.68711736999995 21.09210018000006, -101.68785424999999 21.092244674000025, -101.68789422499998 21.092374116000048, -101.68784125999997 21.09343874000009, -101.68783111999994 21.093791860000106, -101.68779561999997 21.094940050000073, -101.68778946999998 21.095129763000063, -101.68776201999998 21.095760430000073, -101.68774710999998 21.0959653400001, -101.68773725999995 21.096260480000076, -101.68773234999998 21.096362520000092, -101.68772665999995 21.0965142200001, -101.68772414999995 21.09659742000004, -101.68769247999995 21.09765237000005, -101.68765205999995 21.097655090000032, -101.68764961999996 21.097842150000073, -101.68768842999998 21.097846250000046, -101.68767916999997 21.098067650000086, -101.68763121999996 21.099526950000055, -101.68762582999994 21.099692690000047, -101.68760488999999 21.10033789000006, -101.68759525999997 21.100696020000047, -101.68759067999997 21.100801860000068, -101.68762491999996 21.100801850000032, -101.68761557 21.101004800000055, -101.68758594999997 21.101003460000054, -101.68757779999999 21.101234650000066, -101.68751939999999 21.10268768000002, -101.68750419999998 21.10326737000001, -101.68750090999998 21.10344708000003, -101.68746047999997 21.103445800000024, -101.68745930999995 21.103671890000054, -101.68749207999997 21.10367512000008, -101.68748682999995 21.10381262000008, -101.68745744999995 21.104535430000066, -101.68743537999995 21.1052806000001, -101.6872206 21.105223940000023))"
203,1102000011495,"['UNIDAD OBRERA', 'PRIVADA HUGO VARELA FLORES', 'PRO. PONIENTE HACIENDA ECHEVESTE']",[37179],"POLYGON ((-101.667437 21.16817732000004, -101.66761376899996 21.167875261000038, -101.66778714999998 21.16758728100009, -101.66796821899999 21.16728183000004, -101.66814644999994 21.166981920000065, -101.66831033899996 21.16671115000005, -101.66849139899995 21.16640278000007, -101.66866502 21.166114850000046, -101.66873276899997 21.165997350000044, -101.66883317999998 21.165826570000032, -101.66931604999996 21.165020370000075, -101.66948228899999 21.164746080000036, -101.66978816899996 21.16422862000007, -101.67013059999994 21.16450954000006, -101.67033831999998 21.164679920000047, -101.67038990999998 21.16472132100007, -101.67040388899994 21.164735891000095, -101.67099777999994 21.16524018000008, -101.67116411999996 21.165377920000033, -101.67147702899996 21.165655180000066, -101.67169139999999 21.165827030000052, -101.67178227699998 21.16588040900006, -101.67155194099996 21.16623401800006, -101.67144128999996 21.166424980000052, -101.67116784799998 21.166888037000035, -101.67110168999994 21.167000090000073, -101.67093381999996 21.16728608000005, -101.67071796999994 21.16763811000005, -101.67062554999995 21.167784910000048, -101.67051587999998 21.16796554000008, -101.67023708999994 21.168403680000026, -101.67019101999996 21.168469570000084, -101.66995736999996 21.168835320000014, -101.66965654999996 21.169324320000037, -101.66897656999998 21.168986550000067, -101.66882448999996 21.168906140000043, -101.66850882999995 21.16873920000006, -101.66826942999995 21.168617170000054, -101.66816778 21.168557550000074, -101.667437 21.16817732000004))"
204,1102000011512,"['VALLE DE SEÑORA II', 'ARBOLEDAS DE SEÑORA', 'EL CONDADO PLUS', 'PRIVANZA DEL CONDADO', 'VALLE DE SEÑORA']","[37218, 37205]","POLYGON ((-101.650269 21.160425320000073, -101.65041362999995 21.159594220000034, -101.65047991999995 21.159438660000035, -101.65059994999996 21.159209090000093, -101.65052168999995 21.15916228000004, -101.65033645999995 21.159062710000057, -101.65053547999997 21.15874046000008, -101.65062966 21.158591850000054, -101.65074424999995 21.158396480000064, -101.65095007999997 21.158059060000042, -101.65114631999997 21.157733720000067, -101.65138727999994 21.15733402000007, -101.65167288999999 21.157456340000067, -101.65180013999998 21.157506650000098, -101.65200456999997 21.157591290000056, -101.65220793999998 21.157669260000038, -101.6526148 21.157847020000094, -101.65301467999996 21.158014520000037, -101.65351776999995 21.158242770000108, -101.65363042999996 21.15793346000002, -101.65375285999994 21.157615480000086, -101.65387388 21.157300890000034, -101.65399937999996 21.156983420000092, -101.65414561999995 21.156605050000053, -101.65434226799994 21.15613035900003, -101.65477276499996 21.156117314000035, -101.65519652199998 21.156104473000052, -101.655643883 21.156090367000054, -101.65608604499994 21.156076014000092, -101.65651764499995 21.156062004000038, -101.65705393899998 21.15603960100003, -101.65716722899998 21.156127970000064, -101.65708594999995 21.15618391000005, -101.65704391999998 21.156298141000022, -101.65703299899997 21.156438831000063, -101.65700227899998 21.156642630000082, -101.65695905899997 21.156746310000106, -101.65680138 21.157060480000034, -101.65665936999994 21.157313690000038, -101.65664156899999 21.157344351000077, -101.65652414899995 21.15754697000007, -101.65640276899995 21.15771698000007, -101.65624156899999 21.158022201000062, -101.65607384899994 21.15836123, -101.65582651899996 21.158812461000014, -101.65564285899995 21.15918965000004, -101.65548748999998 21.159458050000072, -101.655341089 21.159742571000038, -101.65503841899994 21.160300201000048, -101.65452036999994 21.161208261000084, -101.65438713999998 21.161445180000083, -101.65428991999994 21.161604510000124, -101.65426595699995 21.16162868800006, -101.65425019999998 21.16164458000004, -101.65418530999995 21.161604710000073, -101.65406541999994 21.161723600000077, -101.65346750999998 21.161509080000034, -101.65235888999996 21.161149570000084, -101.65186937999994 21.160985080000028, -101.65141479999994 21.16082934000008, -101.650269 21.160425320000073))"
205,1102000011940,['LOMAS DE ECHEVESTE'],[37208],"POLYGON ((-101.65548808999995 21.17896066000003, -101.65578421999999 21.17858503, -101.65583379999998 21.1785261800001, -101.65590867999998 21.178437340000084, -101.65602468999998 21.17828809, -101.65608197999995 21.17822062000004, -101.65633791999994 21.177920800000052, -101.65663861999997 21.177575090000072, -101.65688345999996 21.17729620000006, -101.65714724999998 21.17699572000003, -101.65658849 21.17657660000002, -101.65670859999994 21.17642817000007, -101.65672627899994 21.176407261000044, -101.65721701999996 21.176717950000075, -101.65718414899999 21.176771280000047, -101.65773176999994 21.177189031000076, -101.65810868999995 21.177495031000056, -101.65826661899996 21.17764174000009, -101.65831541999997 21.17767106100009, -101.65838045999999 21.17770509100009, -101.65880613999998 21.1780428800001, -101.65927530899995 21.17840275100008, -101.65986231299996 21.178841193000046, -101.65990323899996 21.17887593300004, -101.65976088999997 21.17902375000007, -101.65953914 21.17928398000004, -101.65940514 21.17944003, -101.65925159999995 21.17961882000008, -101.65914421999997 21.179743860000055, -101.65900557999998 21.17990529000005, -101.65885396999994 21.180081850000036, -101.65875548999998 21.180196510000066, -101.65870765999995 21.180252230000082, -101.65864956999997 21.180319880000074, -101.65854324999998 21.18044368000005, -101.65836216999998 21.180658920000035, -101.65834324999997 21.18068026000007, -101.65788725999994 21.18040915000009, -101.65750528999996 21.18018562000003, -101.65706827999998 21.17993329000011, -101.65678467999999 21.179787520000048, -101.65657901999998 21.179668650000096, -101.65621676999996 21.17945923000008, -101.65612670999997 21.17940018000009, -101.65584710999997 21.17921686000004, -101.65548808999995 21.17896066000003))"
206,1102000017352,"['FRACCIONES DE HACIENDA LA POMPA', 'PRO. EL MASTRANZO']",[37490],"POLYGON ((-101.69803717099997 21.08951510100006, -101.69669934999996 21.08829510900006, -101.69662688099999 21.08835756400005, -101.69605953699994 21.087764689000043, -101.69657325099996 21.08731482600009, -101.69669128299995 21.087211465000053, -101.69670185499996 21.087222542000077, -101.69726431399994 21.087811942000027, -101.69924831099996 21.086118399000046, -101.69994900299997 21.08548338100006, -101.70039574599997 21.085442232000066, -101.70042509799998 21.085439527000094, -101.70044404199996 21.085437782000046, -101.70049284599997 21.08535613900008, -101.70062668999998 21.085174707000093, -101.70081724599999 21.084964322000083, -101.70100462799998 21.084815605000106, -101.70125418799995 21.084654552000078, -101.70151621199994 21.084485455000035, -101.70151616799996 21.084486807000104, -101.70151540399996 21.08450975800001, -101.70151007499999 21.084669979000093, -101.70149525699998 21.08511544000008, -101.70284302799996 21.085196675000095, -101.70375407899998 21.085251582000105, -101.70251214299998 21.08759557300005, -101.70232621499997 21.08794647900004, -101.702112936 21.087593220000052, -101.70182549199995 21.087117117000027, -101.70109320599994 21.085904189000072, -101.70089819699996 21.086223159000056, -101.69882785599998 21.089609468000063, -101.69816692299997 21.089300095000056, -101.69803717099997 21.08951510100006))"
207,1102000015040,"['ADQUIRIENTES DE IBARRILLA', 'PRO. PONIENTE IBARRILLA']",[37209],"POLYGON ((-101.65167479999997 21.190849601000057, -101.65136730999996 21.19066878100008, -101.65099947899995 21.190457371000036, -101.65047967899996 21.190162429000058, -101.65052159699998 21.1900871, -101.65081137999994 21.18956634900007, -101.65102957 21.18917428900007, -101.65159896999995 21.188188799000034, -101.65221339999994 21.18810506000006, -101.65321050999995 21.187926893000057, -101.653330526 21.187903597000076, -101.65342824899994 21.187884630000084, -101.65408771999995 21.188456290000055, -101.65392103 21.188629090000052, -101.653368689 21.18924186100006, -101.65332559899997 21.18928966000004, -101.65322328999997 21.189398351000012, -101.653135019 21.189501951000054, -101.65288347899997 21.189811971000033, -101.65260261999998 21.190151421000046, -101.65234417 21.190450140000046, -101.65208394999996 21.190778940000026, -101.65192127999995 21.190986060000053, -101.65167479999997 21.190849601000057))"
